filename,path,type
file-BHj4fLazqMAAF3X8j3rrw2-image.png,/home/simon/Learning-Management-System-Academy/legal-matters/digital-unicorn-icon-plc/digital_unicorn_outsource/file-BHj4fLazqMAAF3X8j3rrw2-image.png,capture
file-L6RmVLPY1knH9vcVQposPe-image.png,/home/simon/Learning-Management-System-Academy/legal-matters/digital-unicorn-icon-plc/digital_unicorn_outsource/file-L6RmVLPY1knH9vcVQposPe-image.png,capture
file-GMroMgbkkrXXd7DCGK25Zq-75b914c8-a67a-4c73-aa97-6b72b2a70aa7.png,/home/simon/Learning-Management-System-Academy/legal-matters/digital-unicorn-icon-plc/digital_unicorn_outsource/file-GMroMgbkkrXXd7DCGK25Zq-75b914c8-a67a-4c73-aa97-6b72b2a70aa7.png,capture
file-BWMEE2DzVJzUZJnymXK4Kz-0aaeb789-bcb6-4f54-bb1e-a9ae9d381d63.png,/home/simon/Learning-Management-System-Academy/legal-matters/digital-unicorn-icon-plc/digital_unicorn_outsource/file-BWMEE2DzVJzUZJnymXK4Kz-0aaeb789-bcb6-4f54-bb1e-a9ae9d381d63.png,capture
file-IOgtSgXg5i4bO78mAuUGsglE-image.png,/home/simon/Learning-Management-System-Academy/legal-matters/digital-unicorn-icon-plc/digital_unicorn_outsource/file-IOgtSgXg5i4bO78mAuUGsglE-image.png,capture
file-9dM9Dms44fVd37EwUD6Mqk-WhatsApp Image 2025-08-26 at 9.44.36 AM (1).jpeg,/home/simon/Learning-Management-System-Academy/legal-matters/digital-unicorn-icon-plc/digital_unicorn_outsource/file-9dM9Dms44fVd37EwUD6Mqk-WhatsApp Image 2025-08-26 at 9.44.36 AM (1).jpeg,capture
file-LN4V4dZi0IRalM7dmUWlPB5a-output.jpg,/home/simon/Learning-Management-System-Academy/legal-matters/digital-unicorn-icon-plc/digital_unicorn_outsource/file-LN4V4dZi0IRalM7dmUWlPB5a-output.jpg,capture
file-TF8v2cM6DyKozirJrrFrDs-8387.jpg,/home/simon/Learning-Management-System-Academy/legal-matters/digital-unicorn-icon-plc/digital_unicorn_outsource/file-TF8v2cM6DyKozirJrrFrDs-8387.jpg,capture
file-DbuHvpcTS3a4sLMwuNh8P7-image.png,/home/simon/Learning-Management-System-Academy/legal-matters/digital-unicorn-icon-plc/digital_unicorn_outsource/file-DbuHvpcTS3a4sLMwuNh8P7-image.png,capture
file-U3E8YwDHCRLGU6j5aYwYQu-image.png,/home/simon/Learning-Management-System-Academy/legal-matters/digital-unicorn-icon-plc/digital_unicorn_outsource/file-U3E8YwDHCRLGU6j5aYwYQu-image.png,capture
file-8aCn7A9MU5YMW5Z3Uhah8hrN-image.png,/home/simon/Learning-Management-System-Academy/legal-matters/digital-unicorn-icon-plc/digital_unicorn_outsource/file-8aCn7A9MU5YMW5Z3Uhah8hrN-image.png,capture
